date,trade_sum_ma3,sanctions_sum_ma3,fed_pressure_sum_ma3
2017-01-01,,,
2017-01-02,,,
2017-01-03,46.666666666666664,20.0,0.0
2017-01-04,63.333333333333336,20.0,0.0
2017-01-05,60.0,0.0,0.0
2017-01-06,43.333333333333336,0.0,0.0
2017-01-07,26.666666666666668,0.0,0.0
2017-01-08,13.333333333333334,0.0,0.0
2017-01-09,35.0,8.333333333333334,0.0
2017-01-10,35.0,8.333333333333334,0.0
2017-01-11,35.0,8.333333333333334,0.0
2017-01-12,0.0,0.0,0.0
2017-01-13,0.0,0.0,0.0
2017-01-14,0.0,0.0,0.0
2017-01-15,13.333333333333334,0.0,0.0
2017-01-16,13.333333333333334,6.666666666666667,0.0
2017-01-17,13.333333333333334,6.666666666666667,0.0
2017-01-18,13.333333333333334,6.666666666666667,0.0
2017-01-19,13.333333333333334,0.0,0.0
2017-01-20,30.333333333333332,8.333333333333334,0.0
2017-01-21,22.0,8.333333333333334,0.0
2017-01-22,22.0,8.333333333333334,0.0
2017-01-23,11.666666666666666,0.0,0.0
2017-01-24,6.666666666666667,0.0,0.0
2017-01-25,10.0,0.0,0.0
2017-01-26,26.666666666666668,4.0,0.0
2017-01-27,47.666666666666664,5.666666666666667,0.0
2017-01-28,44.333333333333336,5.666666666666667,0.0
2017-01-29,21.0,1.6666666666666667,0.0
2017-01-30,13.333333333333334,0.0,0.0
2017-01-31,13.333333333333334,0.0,0.0
2017-02-01,13.333333333333334,0.0,0.0
2017-02-02,15.0,33.333333333333336,0.6666666666666666
2017-02-03,15.0,33.333333333333336,0.6666666666666666
2017-02-04,38.333333333333336,46.666666666666664,0.6666666666666666
2017-02-05,23.333333333333332,13.333333333333334,0.0
2017-02-06,23.333333333333332,13.333333333333334,0.0
2017-02-07,0.0,6.666666666666667,0.0
2017-02-08,0.0,8.333333333333334,0.0
2017-02-09,0.0,8.333333333333334,0.0
2017-02-10,0.0,1.6666666666666667,0.0
2017-02-11,3.3333333333333335,1.6666666666666667,0.0
2017-02-12,3.3333333333333335,8.333333333333334,0.0
2017-02-13,3.3333333333333335,8.333333333333334,0.0
2017-02-14,3.3333333333333335,23.333333333333332,0.0
2017-02-15,6.666666666666667,16.666666666666668,0.0
2017-02-16,6.666666666666667,16.666666666666668,0.0
2017-02-17,3.3333333333333335,0.0,0.0
2017-02-18,0.0,0.0,0.0
2017-02-19,3.3333333333333335,0.0,0.0
2017-02-20,3.3333333333333335,0.0,0.0
2017-02-21,3.3333333333333335,0.0,0.0
2017-02-22,0.0,0.0,0.0
2017-02-23,0.0,0.0,0.0
2017-02-24,0.0,0.0,0.0
2017-02-25,0.0,0.0,0.0
2017-02-26,0.0,0.0,0.0
2017-02-27,0.0,0.0,0.0
2017-02-28,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0
2017-03-02,0.0,0.0,0.0
2017-03-03,0.0,0.0,0.0
2017-03-04,0.0,0.0,0.0
2017-03-05,0.0,0.0,0.0
2017-03-06,0.0,0.0,0.0
2017-03-07,0.0,0.0,0.0
2017-03-08,0.0,0.0,0.0
2017-03-09,1.6666666666666667,1.0,0.0
2017-03-10,1.6666666666666667,1.0,0.0
2017-03-11,1.6666666666666667,1.0,0.0
2017-03-12,0.0,0.0,0.0
2017-03-13,0.0,0.0,0.0
2017-03-14,0.0,0.0,0.0
2017-03-15,3.3333333333333335,0.0,0.0
2017-03-16,3.3333333333333335,0.0,0.0
2017-03-17,18.333333333333332,8.333333333333334,0.0
2017-03-18,28.333333333333332,8.333333333333334,0.0
2017-03-19,28.333333333333332,8.333333333333334,0.0
2017-03-20,13.333333333333334,0.0,0.0
2017-03-21,0.0,0.0,0.0
2017-03-22,0.0,0.0,0.0
2017-03-23,0.0,0.0,0.0
2017-03-24,0.0,0.0,0.0
2017-03-25,0.0,0.0,0.0
2017-03-26,0.0,0.0,0.0
2017-03-27,13.333333333333334,0.0,0.0
2017-03-28,26.666666666666668,6.666666666666667,0.0
2017-03-29,26.666666666666668,6.666666666666667,0.0
2017-03-30,37.666666666666664,9.333333333333334,0.0
2017-03-31,37.666666666666664,2.6666666666666665,0.0
2017-04-01,37.666666666666664,2.6666666666666665,0.0
2017-04-02,13.333333333333334,0.0,0.0
2017-04-03,0.0,20.0,0.0
2017-04-04,0.0,20.0,0.0
2017-04-05,0.0,20.0,0.0
2017-04-06,0.0,0.0,0.0
2017-04-07,0.0,0.0,0.0
2017-04-08,4.0,0.0,0.0
2017-04-09,4.0,0.0,0.0
2017-04-10,4.0,0.0,0.0
2017-04-11,19.333333333333332,11.0,0.0
2017-04-12,22.666666666666668,11.0,0.0
2017-04-13,29.333333333333332,24.333333333333332,0.0
2017-04-14,10.0,13.333333333333334,0.0
2017-04-15,6.666666666666667,13.333333333333334,0.0
2017-04-16,13.333333333333334,0.0,0.0
2017-04-17,30.0,0.0,0.0
2017-04-18,30.0,0.0,0.0
2017-04-19,23.333333333333332,0.0,0.0
2017-04-20,15.0,0.6666666666666666,0.0
2017-04-21,34.0,10.0,0.0
2017-04-22,27.333333333333332,10.0,0.0
2017-04-23,32.333333333333336,9.333333333333334,0.0
2017-04-24,13.333333333333334,0.0,0.0
2017-04-25,30.0,0.0,0.0
2017-04-26,28.333333333333332,0.0,0.0
2017-04-27,73.33333333333333,0.0,0.0
2017-04-28,63.333333333333336,13.333333333333334,0.0
2017-04-29,51.666666666666664,13.333333333333334,0.0
2017-04-30,6.666666666666667,13.333333333333334,0.0
2017-05-01,0.0,0.0,0.0
2017-05-02,0.0,0.0,0.0
2017-05-03,0.0,0.0,0.0
2017-05-04,0.0,0.0,0.0
2017-05-05,1.6666666666666667,1.0,0.0
2017-05-06,1.6666666666666667,1.0,0.0
2017-05-07,21.666666666666668,1.0,0.0
2017-05-08,20.0,0.0,0.0
2017-05-09,20.0,0.0,0.0
2017-05-10,0.0,0.0,0.0
2017-05-11,0.0,0.0,0.0
2017-05-12,0.0,0.0,1.6666666666666667
2017-05-13,0.0,0.0,1.6666666666666667
2017-05-14,0.0,0.0,1.6666666666666667
2017-05-15,0.0,0.0,0.0
2017-05-16,0.0,6.666666666666667,0.0
2017-05-17,0.0,6.666666666666667,0.0
2017-05-18,3.3333333333333335,6.666666666666667,0.0
2017-05-19,3.3333333333333335,0.0,0.0
2017-05-20,3.3333333333333335,0.0,0.0
2017-05-21,0.0,0.0,0.0
2017-05-22,0.0,0.0,0.0
2017-05-23,0.0,0.0,0.0
2017-05-24,0.0,0.0,0.0
2017-05-25,0.0,0.0,0.0
2017-05-26,0.0,0.0,0.0
2017-05-27,41.666666666666664,5.0,0.0
2017-05-28,55.0,5.0,0.0
2017-05-29,63.333333333333336,11.0,0.0
2017-05-30,49.333333333333336,8.666666666666666,0.0
2017-05-31,36.0,8.666666666666666,0.0
2017-06-01,29.333333333333332,4.333333333333333,0.0
2017-06-02,1.6666666666666667,1.6666666666666667,0.0
2017-06-03,1.6666666666666667,1.6666666666666667,0.0
2017-06-04,0.0,0.0,0.0
2017-06-05,0.0,0.0,0.0
2017-06-06,0.0,6.666666666666667,0.0
2017-06-07,0.0,6.666666666666667,0.0
2017-06-08,0.0,6.666666666666667,0.0
2017-06-09,6.666666666666667,0.0,0.0
2017-06-10,20.0,0.0,0.0
2017-06-11,20.0,0.0,0.0
2017-06-12,13.666666666666666,0.0,0.0
2017-06-13,0.3333333333333333,0.0,0.0
2017-06-14,0.3333333333333333,0.0,0.0
2017-06-15,0.0,0.0,0.0
2017-06-16,5.0,2.6666666666666665,0.6666666666666666
2017-06-17,5.0,2.6666666666666665,0.6666666666666666
2017-06-18,5.0,2.6666666666666665,0.6666666666666666
2017-06-19,0.0,0.0,0.0
2017-06-20,0.0,0.0,0.0
2017-06-21,10.0,0.0,0.0
2017-06-22,10.0,0.0,0.0
2017-06-23,10.0,0.0,0.0
2017-06-24,0.0,0.0,0.0
2017-06-25,0.0,0.0,0.0
2017-06-26,0.0,0.0,0.0
2017-06-27,0.0,0.0,0.0
2017-06-28,0.0,0.0,0.0
2017-06-29,13.333333333333334,13.333333333333334,0.0
2017-06-30,45.333333333333336,35.0,0.0
2017-07-01,45.333333333333336,35.0,0.0
2017-07-02,32.0,21.666666666666668,0.0
2017-07-03,16.666666666666668,0.0,0.0
2017-07-04,16.666666666666668,13.333333333333334,0.0
2017-07-05,54.666666666666664,19.333333333333332,0.0
2017-07-06,38.0,19.333333333333332,0.0
2017-07-07,44.666666666666664,6.0,0.0
2017-07-08,15.0,3.3333333333333335,0.0
2017-07-09,36.333333333333336,22.333333333333332,0.0
