date,trade_sum_ma5,sanctions_sum_ma5,fed_pressure_sum_ma5
2017-08-17,53.4,0.0,0.0
2017-08-18,57.4,0.0,0.0
2017-08-19,14.0,0.0,0.0
2017-08-20,14.0,0.0,0.0
2017-08-21,4.0,0.0,0.0
2017-08-22,8.0,0.0,0.0
2017-08-23,4.0,0.0,0.0
2017-08-24,8.0,0.0,0.0
2017-08-25,12.0,0.0,0.0
2017-08-26,12.0,0.0,0.0
2017-08-27,34.8,2.0,0.0
2017-08-28,34.8,2.0,0.0
2017-08-29,30.8,2.0,0.0
2017-08-30,34.8,6.0,0.0
2017-08-31,34.8,6.0,0.0
2017-09-01,8.0,4.0,0.0
2017-09-02,8.0,4.0,0.0
2017-09-03,35.4,38.2,0.0
2017-09-04,27.4,34.2,0.0
2017-09-05,35.4,34.2,0.0
2017-09-06,35.4,34.2,0.0
2017-09-07,35.4,34.2,0.0
2017-09-08,8.0,0.0,0.0
2017-09-09,8.0,0.0,0.0
2017-09-10,0.0,0.0,0.0
2017-09-11,0.0,0.0,0.0
2017-09-12,0.0,0.0,0.0
2017-09-13,0.0,0.0,0.0
2017-09-14,16.0,0.0,0.0
2017-09-15,26.0,11.4,0.0
2017-09-16,26.0,11.4,0.0
2017-09-17,36.0,11.4,0.0
2017-09-18,36.0,11.4,0.0
2017-09-19,20.0,11.4,0.0
2017-09-20,17.6,0.0,0.0
2017-09-21,21.6,0.0,0.0
2017-09-22,11.6,17.8,0.0
2017-09-23,23.6,31.8,0.0
2017-09-24,23.6,31.8,0.0
2017-09-25,16.0,31.8,0.0
2017-09-26,12.0,51.8,0.0
2017-09-27,16.0,34.0,0.0
2017-09-28,4.0,20.0,0.0
